Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-04-19,122.1,122.28,121.11,121.37,6993098.0,0.0,1.0,114.30034294917617,114.46884468325358,113.37358341175042,113.6169748054178,6993098.0
2017-04-18,123.18,123.37,120.95,121.82,13485682.0,0.0,1.0,115.31135335364063,115.48921629516678,113.2238040925705,114.0382291406113,13485682.0
2017-04-17,125.02,125.81,124.93,125.72,5367465.0,0.0,1.0,117.0338155242097,117.77335091266056,116.94956465717101,117.68910004562186,5367465.0
2017-04-13,125.13,125.65,124.96,124.99,5396539.0,0.0,1.0,117.13678880614589,117.62357159348065,116.97764827951723,117.00573190186346,5396539.0
2017-04-12,124.54,125.46,124.36,125.4,5556604.0,0.0,1.0,116.58447756666995,117.44570865195448,116.41597583259254,117.38954140726202,5556604.0
2017-04-11,124.26,124.79,123.95,124.22,4161540.0,0.0,1.0,116.32236375810508,116.81850775288858,116.03216632719399,116.2849189283101,4161540.0
2017-04-10,124.87,124.95,124.23,124.34,4594234.0,0.0,1.0,116.89339741247854,116.96828707206849,116.29428013575885,116.39725341769504,4594234.0
2017-04-07,125.12,125.47,124.83,124.92,3615126.0,0.0,1.0,117.12742759869715,117.45506985940322,116.85595258268354,116.94020344972225,3615126.0
2017-04-06,124.85,125.46,124.5,125.05,4324385.0,0.0,1.0,116.87467499758104,117.44570865195448,116.54703273687497,117.06189914655593,4324385.0
2017-04-05,124.72,125.6016,124.41,124.8,5646251.0,0.0,1.0,116.75297930074736,117.57826334942871,116.46278186983625,116.82786896033731,5646251.0
2017-04-04,124.51,124.765,124.22,124.68,5358385.0,0.0,1.0,116.55639394432372,116.7951047342667,116.2849189283101,116.71553447095238,5358385.0
2017-04-03,124.73,125.31,124.2829,124.69,4956501.0,0.0,1.0,116.7623405081961,117.30529054022331,116.3438009231627,116.72489567840111,4956501.0
2017-03-31,124.11,124.825,124.03,124.55,5657560.0,0.0,1.0,116.1819456463739,116.85127197895918,116.10705598678395,116.59383877411868,5657560.0
2017-03-30,124.74,125.43,124.28,124.66,4711693.0,0.0,1.0,116.77170171564484,117.41762502960826,116.34108617300258,116.69681205605488,4711693.0
2017-03-29,125.05,125.33,124.36,124.92,3971828.0,0.0,1.0,117.06189914655593,117.32401295512079,116.41597583259254,116.94020344972225,3971828.0
2017-03-28,125.62,125.78,124.78,125.66,5287496.0,0.0,1.0,117.5954879711344,117.74526729031432,116.80914654543983,117.63293280092938,5287496.0
2017-03-27,125.16,126.14,125.15,125.8,5004285.0,0.0,1.0,117.16487242849213,118.08227075846914,117.1555112210434,117.76398970521181,5004285.0
2017-03-24,125.86,126.36,125.13,125.48,6490304.0,0.0,1.0,117.82015694990427,118.28821732234152,117.13678880614589,117.46443106685197,6490304.0
2017-03-23,126.1,127.002,125.66,125.9,8508073.0,0.0,1.0,118.04482592867416,118.88920684055095,117.63293280092938,117.85760177969927,8508073.0
2017-03-22,127.05,127.65,126.21,126.26,10272668.0,0.0,1.0,118.93414063630493,119.49581308322963,118.14779921061034,118.19460524785408,10272668.0
2017-03-21,128.38,128.45,127.14,127.25,7578634.0,0.0,1.0,120.179181226988,120.24470967912922,119.01839150334364,119.12136478527984,7578634.0
2017-03-20,128.04,128.42,127.97,128.07,5827497.0,0.0,1.0,119.86090017373068,120.21662605678299,119.79537172158948,119.88898379607691,5827497.0
2017-03-17,128.45,128.94,127.95,128.06,13300756.0,0.0,1.0,120.24470967912922,120.70340884411773,119.77664930669198,119.87962258862818,13300756.0
2017-03-16,128.44,128.7,127.77,128.46,7610720.0,0.0,1.0,120.23534847168048,120.47873986534785,119.60814757261457,120.25407088657798,7610720.0
2017-03-15,127.05,129.0,126.6,128.96,8360637.0,0.0,1.0,118.93414063630493,120.7595760888102,118.51288630111141,120.72213125901523,8360637.0
2017-03-14,126.86,127.75,126.77,127.05,7679707.0,0.0,1.0,118.75627769477877,119.58942515771709,118.67202682774007,118.93414063630493,7679707.0
2017-03-13,125.83,126.95,125.79,126.68,7162476.0,0.0,1.0,117.79207332755804,118.8405285618175,117.75462849776306,118.58777596070138,7162476.0
2017-03-10,126.04,126.49,125.54,126.21,7395237.0,0.0,1.0,117.9886586839817,118.4099130191752,117.52059831154445,118.14779921061034,7395237.0
2017-03-09,124.58,126.21,124.17,125.95,8571147.0,0.0,1.0,116.62192239646492,118.14779921061034,116.23811289106638,117.90440781694299,8571147.0
2017-03-08,123.75,124.68,123.5,124.1,7909858.0,0.0,1.0,115.84494217821909,116.71553447095238,115.61091199200047,116.17258443892516,7909858.0
2017-03-07,122.58,124.46,122.39,123.83,6643988.0,0.0,1.0,114.74968090671592,116.50958790707998,114.57181796518978,115.91983183780904,6643988.0
2017-03-06,123.01,124.4268,122.6,123.71,6670681.0,0.0,1.0,115.15221282701197,116.47850869835015,114.76840332161342,115.8074973484241,6670681.0
2017-03-03,123.41,123.93,123.23,123.79,5593811.0,0.0,1.0,115.52666112496176,116.01344391229651,115.35815939088435,115.88238700801408,5593811.0
2017-03-02,123.75,124.36,123.02,123.63,6949752.0,0.0,1.0,115.84494217821909,116.41597583259254,115.1615740344607,115.73260768883415,6949752.0
2017-03-01,122.49,124.45,122.42,123.86,9393869.0,0.0,1.0,114.66543003967722,116.50022669963124,114.59990158753601,115.94791546015529,9393869.0
2017-02-28,122.01,122.65,121.94,122.21,8885438.0,0.0,1.0,114.21609208213746,114.81520935885715,114.15056362999624,114.40331623111236,8885438.0
2017-02-27,122.13,122.88,122.1033,122.4,5946007.0,0.0,1.0,114.3284265715224,115.03051713017827,114.30343214763425,114.58117917263853,5946007.0
2017-02-24,121.5,122.74,120.9,122.73,10834801.0,0.8,1.0,113.73867050225147,114.89946022589584,113.17699805532678,114.8900990184471,10834801.0
2017-02-23,119.52,121.9,119.48,121.7,9980945.0,0.0,1.0,111.16056532570872,113.37410402613699,111.12336299460908,113.18809237063881,9980945.0
2017-02-22,119.28,119.77,119.25,119.52,5103903.0,0.0,1.0,110.9373513391109,111.39307989508143,110.90944959078618,111.16056532570872,5103903.0
2017-02-21,118.4,119.89,118.32,119.66,8594957.0,0.0,1.0,110.11890005491895,111.50468688838033,110.04449539271967,111.29077348455743,8594957.0
2017-02-17,118.19,118.9,118.05,118.86,8691074.0,0.0,1.0,109.92358781664586,110.58392919366439,109.79337965779713,110.54672686256474,8691074.0
2017-02-16,117.0,118.28,116.995,118.08,7119291.0,0.0,1.0,108.81681846643173,110.00729306162003,108.81216817504428,109.82128140612187,7119291.0
2017-02-15,115.9,117.46,115.59,117.2,5979679.0,0.0,1.0,107.79375436119177,109.24464527407751,107.5054362951696,109.0028301219299,5979679.0
2017-02-14,115.44,116.4,115.32,116.36,5539116.0,0.0,1.0,107.36592755354597,108.25878349993721,107.25432056024705,108.22158116883757,5539116.0
2017-02-13,115.28,116.12,115.22,115.88,5710779.0,0.0,1.0,107.21711822914743,107.99836718223976,107.16131473249797,107.77515319564195,5710779.0
2017-02-10,114.32,115.99,114.23,115.24,6438536.0,0.0,1.0,106.3242622827562,107.87745960616594,106.24055703778203,107.1799158980478,6438536.0
2017-02-09,113.47,114.65,113.4,114.08,5854606.0,0.0,1.0,105.53371274688895,106.63118151432819,105.4686086674646,106.10104829615838,5854606.0
2017-02-08,113.3,113.69,113.15,113.4,5271601.0,0.0,1.0,105.37560283971551,105.73832556793694,105.23609409809188,105.4686086674646,5271601.0
2017-02-07,113.6,113.62,113.05,113.48,5507915.0,0.0,1.0,105.65462032296277,105.6732214885126,105.14308827034279,105.54301332966386,5507915.0
2017-02-06,113.46,113.59,112.62,113.4,6178403.0,0.0,1.0,105.52441216411404,105.64531974018786,104.74316321102172,105.4686086674646,6178403.0
2017-02-03,113.5,113.66,112.66,113.64,7267569.0,0.0,1.0,105.56161449521368,105.71042381961222,104.78036554212134,105.6918226540624,7267569.0
2017-02-02,112.82,113.62,112.77,113.57,7826308.0,0.0,1.0,104.92917486651989,105.6732214885126,104.88267195264534,105.62671857463803,7826308.0
2017-02-01,112.48,113.32,112.47,113.23,7082322.0,0.0,1.0,104.61295505217299,105.39420400526532,104.60365446939808,105.31049876029115,7082322.0
2017-01-31,112.79,113.4,112.43,113.25,8713303.0,0.0,1.0,104.90127311819516,105.4686086674646,104.56645213829846,105.32909992584096,8713303.0
2017-01-30,113.4,113.6,112.85,113.13,6969230.0,0.0,1.0,105.4686086674646,105.65462032296277,104.95707661484461,105.21749293254206,6969230.0
2017-01-27,112.0,113.5398,111.9,113.38,8885867.0,0.0,1.0,104.16652707897738,105.59863081465782,104.0735212512283,105.45000750191477,8885867.0
2017-01-26,112.0,112.84,111.6,111.84,10164311.0,0.0,1.0,104.16652707897738,104.94777603206971,103.79450376798103,104.01771775457884,10164311.0
2017-01-25,111.93,112.8,110.76,112.8,9385502.0,0.0,1.0,104.10142299955302,104.91057370097008,103.01325481488871,104.91057370097008,9385502.0
2017-01-24,112.91,113.3,111.15,111.76,12450307.0,0.0,1.0,105.01288011149407,105.37560283971551,103.37597754311014,103.94331309237957,12450307.0
2017-01-23,114.51,114.77,113.8,113.91,7987709.0,0.0,1.0,106.50097335547946,106.74278850762708,105.84063197846093,105.94293838898494,7987709.0
2017-01-20,114.49,115.03,114.08,114.15,7502425.0,0.0,1.0,106.48237218992963,106.98460365977472,106.10104829615838,106.16615237558275,7502425.0
2017-01-19,114.68,114.9,113.92,114.2,5540831.0,0.0,1.0,106.65908326265291,106.8636960837009,105.95223897175985,106.21265528945729,5540831.0
2017-01-18,114.94,115.1,114.41,114.7,5014570.0,0.0,1.0,106.90089841480054,107.04970773919906,106.40796752773036,106.67768442820272,5014570.0
2017-01-17,113.94,115.05,113.67,114.87,6255447.0,0.0,1.0,105.97084013730966,107.00320482532453,105.71972440238713,106.83579433537618,6255447.0
2017-01-13,114.94,115.02,114.44,114.6,4935038.0,0.0,1.0,106.90089841480054,106.9753030769998,106.4358692760551,106.58467860045363,4935038.0
2017-01-12,114.27,114.73,113.37,114.62,6627250.0,0.0,1.0,106.27775936888165,106.70558617652746,105.44070691913987,106.60327976600345,6627250.0
2017-01-11,116.08,116.25,114.02,114.73,8887197.0,0.0,1.0,107.96116485114013,108.11927475831358,106.04524479950894,106.70558617652746,8887197.0
2017-01-10,116.03,117.0,115.87,116.16,5312812.0,0.0,1.0,107.91466193726558,108.81681846643173,107.76585261286705,108.0355695133394,5312812.0
2017-01-09,116.35,116.61,115.89,116.28,5457459.0,0.0,1.0,108.21228058606266,108.45409573821028,107.78445377841686,108.1471765066383,5457459.0
2017-01-06,116.67,117.0,115.76,116.3,5221381.0,0.0,1.0,108.50989923485974,108.81681846643173,107.66354620234306,108.16577767218811,5221381.0
2017-01-05,116.0,116.97,115.4401,116.86,6217169.0,0.0,1.0,107.88676018894085,108.788916718107,107.36602055937372,108.68661030758301,6217169.0
2017-01-04,115.5,116.23,115.31,115.65,5828946.0,0.0,1.0,107.42173105019542,108.10067359276375,107.24501997747215,107.56123979181906,5828946.0
2017-01-03,115.78,116.0,115.23,115.84,5953048.0,0.0,1.0,107.68214736789287,107.88676018894085,107.17061531527288,107.73795086454231,5953048.0
2016-12-30,115.8,115.99,114.975,115.21,5506734.0,0.0,1.0,107.70074853344268,107.87745960616594,106.93345045451271,107.15201414972306,5506734.0
2016-12-29,115.23,115.87,115.01,115.49,2993622.0,0.0,1.0,107.17061531527288,107.76585261286705,106.9660024942249,107.4124304674205,2993622.0
2016-12-28,115.88,116.16,115.05,115.1,3278292.0,0.0,1.0,107.77515319564195,108.0355695133394,107.00320482532453,107.04970773919906,3278292.0
2016-12-27,115.89,116.0,115.38,115.91,3232942.0,0.0,1.0,107.78445377841686,107.88676018894085,107.31012405689651,107.80305494396667,3232942.0
2016-12-23,115.4,116.32,115.3,115.96,2993289.0,0.0,1.0,107.32872522244634,108.18437883773792,107.23571939469724,107.84955785784122,2993289.0
2016-12-22,115.0,115.526,113.88,115.44,4602177.0,0.0,1.0,106.95670191144998,107.44591256541018,105.9150366406602,107.36592755354597,4602177.0
2016-12-21,116.2,116.2,114.74,115.31,5907740.0,0.0,1.0,108.07277184443903,108.07277184443903,106.71488675930236,107.24501997747215,5907740.0
2016-12-20,115.98,116.25,114.91,115.66,5715163.0,0.0,1.0,107.86815902339104,108.11927475831358,106.8729966664758,107.57054037459396,5715163.0
2016-12-19,116.07,116.66,115.94,116.02,6310789.0,0.0,1.0,107.95186426836521,108.50059865208483,107.8309566922914,107.90536135449067,6310789.0
2016-12-16,116.41,116.46,115.46,115.88,11291124.0,0.0,1.0,108.26808408271211,108.31458699658666,107.38452871909578,107.77515319564195,11291124.0
2016-12-15,115.33,115.92,114.89,115.89,6738083.0,0.0,1.0,107.26362114302196,107.81235552674158,106.85439550092599,107.78445377841686,6738083.0
2016-12-14,116.12,117.3,114.58,114.99,9378504.0,0.0,1.0,107.99836718223976,109.09583594967899,106.56607743490382,106.94740132867507,9378504.0
2016-12-13,115.53,115.97,115.01,115.89,7051623.0,0.0,1.0,107.44963279852014,107.85885844061613,106.9660024942249,107.78445377841686,7051623.0
2016-12-12,112.69,115.4,112.58,115.36,9544063.0,0.0,1.0,104.80826729044608,107.32872522244634,104.70596087992207,107.2915228913467,9544063.0
2016-12-09,111.41,112.43,111.2,112.26,7672088.0,0.0,1.0,103.61779269525776,104.56645213829846,103.42248045698469,104.408342231125,7672088.0
2016-12-08,110.54,111.195,109.93,110.99,7774796.0,0.0,1.0,102.80864199384071,103.41783016559722,102.24130644457128,103.2271682187116,7774796.0
2016-12-07,111.89,111.89,109.32,111.1,11761134.0,0.0,1.0,104.06422066845339,104.06422066845339,101.67397089530184,103.32947462923559,11761134.0
2016-12-06,112.24,113.2,111.85,112.06,6530358.0,0.0,1.0,104.38974106557518,105.28259701196643,104.02701833735374,104.22233057562683,6530358.0
2016-12-05,112.4,112.42,111.73,111.94,5451568.0,0.0,1.0,104.53855038997374,104.55715155552355,103.91541134405485,104.11072358232792,5451568.0
2016-12-02,111.72,112.53,111.44,111.96,6167740.0,0.0,1.0,103.90611076127993,104.65945796604754,103.64569444358249,104.12932474787773,6167740.0
2016-12-01,111.36,111.5399,111.0,111.38,8141717.0,0.0,1.0,103.57128978138321,103.73860726550383,103.23646880148651,103.58989094693304,8141717.0
2016-11-30,112.19,112.52,111.3,111.3,11177197.0,0.0,1.0,104.34323815170065,104.65015738327263,103.51548628473377,103.51548628473377,11177197.0
2016-11-29,112.95,113.41,112.165,112.48,7798561.0,0.0,1.0,105.0500824425937,105.4779092502395,104.31998669476337,104.61295505217299,7798561.0
2016-11-28,113.79,114.12,113.05,113.13,9065730.0,0.0,1.0,105.83133139568604,106.13825062725803,105.14308827034279,105.21749293254206,9065730.0
2016-11-25,113.6,114.23,113.38,114.13,3433340.0,0.0,1.0,105.65462032296277,106.24055703778203,105.45000750191477,106.14755121003293,3433340.0
2016-11-23,112.25,113.43,111.56,113.07,8466967.0,0.0,1.0,104.39904164835009,105.49651041578933,103.75730143688139,105.1616894358926,8466967.0
2016-11-22,114.59,115.0,112.27,112.74,11649483.0,0.0,1.0,106.57537801767873,106.95670191144998,104.4176428138999,104.85477020432062,11649483.0
2016-11-21,115.44,115.6799,114.8,115.0,5843313.0,0.0,1.0,107.36592755354597,107.58904853431603,106.7706902559518,106.95670191144998,5843313.0
2016-11-18,115.79,115.92,114.81,115.36,7717773.0,0.8,1.0,107.69144795066778,107.81235552674158,106.77999083872672,107.2915228913467,7717773.0
2016-11-17,116.68,116.68,116.12,116.57,5730229.0,0.0,1.0,107.7718224084223,107.7718224084223,107.25457677464858,107.67022058750244,5730229.0
2016-11-16,116.65,116.78,116.08,116.36,6594378.0,0.0,1.0,107.7441128208987,107.86418770016759,107.21763065795045,107.4762534748373,6594378.0
2016-11-15,116.4,116.69,115.82,116.32,7446670.0,0.0,1.0,107.51319959153544,107.78105893759681,106.97748089941265,107.43930735813919,7446670.0
2016-11-14,118.58,118.99,116.5,116.6,10054905.0,0.0,1.0,109.5267629515831,109.90546064773883,107.60556488328073,107.69793017502604,10054905.0
2016-11-11,119.49,119.49,118.13,118.47,8134783.0,0.0,1.0,110.36728710646537,110.36728710646537,109.11111913872921,109.42516113066326,8134783.0
2016-11-10,120.77,121.1,119.02,119.54,11904470.0,0.0,1.0,111.54956284080528,111.85436830356478,109.93317023526244,110.41346975233803,11904470.0
2016-11-09,120.0,122.5,118.1,120.31,16219977.0,0.0,1.0,110.83835009436643,113.14748238799906,109.08340955120562,111.12468249877688,16219977.0
2016-11-08,116.48,117.57,116.47,117.05,6674973.0,0.0,1.0,107.58709182493168,108.5938735049555,107.57785529575715,108.11357398787992,6674973.0
2016-11-07,115.89,116.72,115.84,116.66,6398177.0,0.0,1.0,107.04213660363438,107.80876852512041,106.99595395776173,107.75334935007322,6398177.0
2016-11-04,115.04,115.94,115.04,115.11,7160570.0,0.0,1.0,106.25703162379929,107.08831924950702,106.25703162379929,106.321687328021,7160570.0
2016-11-03,114.88,115.4393,114.75,115.03,6227010.0,0.0,1.0,106.10924715700679,106.62584623373829,105.9891722777379,106.24779509462475,6227010.0
2016-11-02,115.52,115.76,114.83,114.86,6591283.0,0.0,1.0,106.70038502417674,106.92206172436549,106.06306451113414,106.09077409865773,6591283.0
2016-11-01,114.76,115.94,114.63,115.34,7591930.0,0.0,1.0,105.99840880691244,107.08831924950702,105.87833392764352,106.5341274990352,7591930.0
2016-10-31,115.28,116.23,114.5,115.99,8552528.0,0.0,1.0,106.47870832398802,107.35617859556842,105.75825904837463,107.13450189537967,8552528.0
2016-10-28,115.82,115.91,114.57,115.33,8813004.0,0.0,1.0,106.97748089941265,107.06060966198343,105.82291475259633,106.52489096986066,8813004.0
2016-10-27,114.98,116.55,114.79,115.7,7548667.0,0.0,1.0,106.2016124487521,107.65174752915338,106.02611839443603,106.8666425493183,7548667.0
2016-10-26,113.64,115.22,113.6,114.56,6429055.0,0.0,1.0,104.96391753936501,106.42328914894082,104.92697142266688,105.81367822342182,6429055.0
2016-10-25,113.64,114.16,113.093,113.96,5594979.0,0.0,1.0,104.96391753936501,105.44421705644059,104.4586793935182,105.25948647294997,5594979.0
2016-10-24,113.93,114.1897,113.44,113.61,6141858.0,0.0,1.0,105.2317768854264,105.47164954808895,104.7791869558744,104.93620795184141,6141858.0
2016-10-21,114.11,114.24,112.99,113.44,8421442.0,0.0,1.0,105.39803441056794,105.51810928983683,104.36354314302052,104.7791869558744,8421442.0
2016-10-20,114.83,115.7,114.59,114.87,6972999.0,0.0,1.0,106.06306451113414,106.8666425493183,105.8413878109454,106.10001062783226,6972999.0
2016-10-19,115.57,115.89,114.46,114.59,7400937.0,0.0,1.0,106.74656767004939,107.04213660363438,105.72131293167651,105.8413878109454,7400937.0
2016-10-18,117.38,118.48,115.16,115.41,12598255.0,0.0,1.0,108.41837945063942,109.43439765983778,106.36786997389365,106.59878320325691,12598255.0
2016-10-17,117.5,118.55,117.5,118.49,6956374.0,0.0,1.0,108.52921780073379,109.49905336405949,108.52921780073379,109.44363418901231,6956374.0
2016-10-14,118.5,118.8,117.56,117.56,5639972.0,0.0,1.0,109.45287071818684,109.72996659342276,108.58463697578098,108.58463697578098,5639972.0
2016-10-13,117.54,119.2,117.28,118.26,7387365.0,0.0,1.0,108.56616391743192,110.09942776040398,108.32601415889413,109.23119401799812,7387365.0
2016-10-12,117.96,118.43,117.5,117.97,4685998.0,0.0,1.0,108.95409814276219,109.38821501396514,108.52921780073379,108.96333467193672,4685998.0
2016-10-11,119.41,119.63,117.06,117.64,6394155.0,0.0,1.0,110.29339487306912,110.4965985149088,108.12281051705445,108.65852920917722,6394155.0
2016-10-10,119.51,120.1955,119.35,119.8,3657049.0,0.0,1.0,110.38576016481443,111.01892423972849,110.23797569802194,110.65361951087581,3657049.0
2016-10-07,119.17,119.565,118.69,119.24,4799241.0,0.0,1.0,110.0717181728804,110.43656107527434,109.62836477250292,110.1363738771021,4799241.0
2016-10-06,118.5,118.85,117.92,118.75,4448450.0,0.0,1.0,109.45287071818684,109.7761492392954,108.91715202606407,109.68378394755011,4448450.0
2016-10-05,119.22,119.44,118.595,119.18,5778691.0,0.0,1.0,110.11790081875304,110.32110446059272,109.54061774534489,110.08095470205492,5778691.0
2016-10-04,118.84,119.48,118.28,118.82,5733934.0,0.0,1.0,109.76691271012089,110.35805057729084,109.24966707634718,109.74843965177182,5733934.0
2016-10-03,118.0,119.01,117.43,118.81,6097939.0,0.0,1.0,108.99104425946032,109.92393370608791,108.46456209651208,109.73920312259729,6097939.0
2016-09-30,117.78,118.619,117.39,118.13,7941065.0,0.0,1.0,108.78784061762065,109.56278541536376,108.42761597981396,109.11111913872921,7941065.0
2016-09-29,118.88,119.27,117.0434,117.27,6189865.0,0.0,1.0,109.80385882681901,110.16408346462569,108.10747787862474,108.31677762971958,6189865.0
2016-09-28,119.05,119.52,118.81,119.39,5075791.0,0.0,1.0,109.96087982278603,110.39499669398896,109.73920312259729,110.27492181472006,5075791.0
2016-09-27,118.39,119.22,117.72,119.22,5349466.0,0.0,1.0,109.351268897267,110.11790081875304,108.73242144257347,110.11790081875304,5349466.0
2016-09-26,118.63,118.64,117.56,117.78,5998839.0,0.0,1.0,109.57294559745574,109.58218212663027,108.58463697578098,108.78784061762065,5998839.0
2016-09-23,119.41,119.6,118.71,118.81,4772980.0,0.0,1.0,110.29339487306912,110.4688889273852,109.64683783085198,109.73920312259729,4772980.0
2016-09-22,119.25,119.84,119.14,119.46,5340386.0,0.0,1.0,110.14561040627663,110.69056562757395,110.0440085853568,110.33957751894177,5340386.0
2016-09-21,117.95,119.0,117.64,118.91,6337292.0,0.0,1.0,108.94486161358768,109.91469717691338,108.65852920917722,109.8315684143426,6337292.0
2016-09-20,118.17,118.24,117.69,117.95,5187716.0,0.0,1.0,109.14806525542734,109.21272095964905,108.70471185504987,108.94486161358768,5187716.0
2016-09-19,118.36,118.66,117.64,117.66,5457633.0,0.0,1.0,109.32355930974342,109.60065518497933,108.65852920917722,108.67700226752628,5457633.0
2016-09-16,118.51,119.14,118.12,118.25,12408779.0,0.0,1.0,109.46210724736139,110.0440085853568,109.10188260955469,109.22195748882358,12408779.0
2016-09-15,117.81,118.94,117.32,118.63,5814900.0,0.0,1.0,108.81555020514425,109.85927800186619,108.36296027559224,109.57294559745574,5814900.0
2016-09-14,117.85,118.33,117.46,117.86,6124894.0,0.0,1.0,108.85249632184235,109.29584972221983,108.49227168403567,108.8617328510169,6124894.0
2016-09-13,118.42,118.83,117.49,117.61,7957869.0,0.0,1.0,109.37897848479061,109.75767618094635,108.51998127155926,108.63081962165363,7957869.0
2016-09-12,117.76,119.45,117.38,119.16,7239795.0,0.0,1.0,108.76936755927159,110.33034098976725,108.41837945063942,110.06248164370587,7239795.0
2016-09-09,119.03,119.16,118.18,118.23,7957267.0,0.0,1.0,109.94240676443697,110.06248164370587,109.15730178460187,109.20348443047453,7957267.0
2016-09-08,119.37,119.82,119.14,119.47,4833010.0,0.0,1.0,110.256448756371,110.67209256922487,110.0440085853568,110.34881404811631,4833010.0
2016-09-07,119.84,119.95,119.435,119.61,4753530.0,0.0,1.0,110.69056562757395,110.79216744849377,110.31648619600546,110.47812545655974,4753530.0
2016-09-06,119.78,119.97,119.36,119.75,5280652.0,0.0,1.0,110.63514645252675,110.81064050684283,110.24721222719647,110.60743686500317,5280652.0
2016-09-02,119.36,119.81,118.9,119.32,5806115.0,0.0,1.0,110.24721222719647,110.66285604005034,109.82233188516807,110.21026611049834,5806115.0
2016-09-01,119.19,119.39,118.6,119.08,4551792.0,0.0,1.0,110.09019123122945,110.27492181472006,109.54523600993214,109.98858941030961,4551792.0
2016-08-31,119.54,119.62,119.01,119.34,5693081.0,0.0,1.0,110.41346975233803,110.48736198573427,109.92393370608791,110.22873916884741,5693081.0
2016-08-30,120.67,120.67,119.255,119.47,3819510.0,0.0,1.0,111.45719754905997,111.45719754905997,110.1502286708639,110.34881404811631,3819510.0
2016-08-29,119.3,120.13,119.055,119.92,5074716.0,0.0,1.0,110.1917930521493,110.95842497363532,109.96549808737329,110.76445786097018,5074716.0
2016-08-26,118.84,119.74,118.56,119.04,6482673.0,0.0,1.0,109.76691271012089,110.59820033582862,109.50828989323404,109.9516432936115,6482673.0
2016-08-25,118.86,119.21,118.33,118.57,5565948.0,0.0,1.0,109.78538576846995,110.10866428957851,109.29584972221983,109.51752642240855,5565948.0
2016-08-24,119.48,119.61,118.62,118.71,6303942.0,0.0,1.0,110.35805057729084,110.47812545655974,109.56370906828121,109.64683783085198,6303942.0
2016-08-23,119.67,119.96,119.02,119.44,5603177.0,0.0,1.0,110.53354463160692,110.8014039776683,109.93317023526244,110.32110446059272,5603177.0
2016-08-22,119.9,119.9,118.95,119.13,6544864.0,0.0,1.0,110.74598480262112,110.74598480262112,109.86851453104072,110.03477205618226,6544864.0
2016-08-19,119.91,119.99,119.32,119.92,7798299.0,0.8,1.0,110.75522133179565,110.82911356519189,110.21026611049834,110.76445786097018,7798299.0
2016-08-18,121.17,121.39,119.9,120.72,8728000.0,0.0,1.0,111.17734724166466,111.3792042722264,110.01208165614916,110.76445786097018,8728000.0
2016-08-17,120.5,121.33,119.85,121.31,10442368.0,0.0,1.0,110.56260083040844,111.32415235480047,109.96620505829421,111.3058017156585,10442368.0
2016-08-16,122.11,122.32,120.06,120.33,11289111.0,0.0,1.0,112.03982728133755,112.2325089923283,110.15888676928496,110.40662039770164,11289111.0
2016-08-15,123.12,123.27,122.28,122.31,6469495.0,0.0,1.0,112.96653455800737,113.1041643515722,112.19580771404436,112.22333367275732,6469495.0
2016-08-12,123.47,123.77,122.95,123.22,4234672.0,0.0,1.0,113.28767074299196,113.5629303301216,112.81055412530057,113.05828775371725,4234672.0
2016-08-11,123.85,124.14,123.47,123.77,4051971.0,0.0,1.0,113.6363328866895,113.90241715424817,113.28767074299196,113.5629303301216,4051971.0
2016-08-10,123.59,123.78,123.24,123.36,4333466.0,0.0,1.0,113.39777457784382,113.5721056496926,113.07663839285922,113.1867422277111,4333466.0
2016-08-09,123.91,124.0,123.33,123.43,3941488.0,0.0,1.0,113.69138480411544,113.77396268025434,113.15921626899812,113.250969464708,3941488.0
2016-08-08,124.0,124.15,123.23,123.65,5232159.0,0.0,1.0,113.77396268025434,113.91159247381917,113.06746307328824,113.45282649526975,5232159.0
2016-08-05,124.38,124.38,123.76,124.24,5146935.0,0.0,1.0,114.12262482395188,114.12262482395188,113.55375501055062,113.99417034995805,5146935.0
2016-08-04,124.24,124.39,123.64,123.86,4727465.0,0.0,1.0,113.99417034995805,114.13180014352288,113.44365117569876,113.6455082062605,4727465.0
2016-08-03,125.0,125.0,123.69,123.9,5310641.0,0.0,1.0,114.69149463735316,114.69149463735316,113.4895277735537,113.68220948454446,5310641.0
2016-08-02,125.65,125.9,124.476,124.85,7158693.0,0.0,1.0,115.28789040946741,115.5172733987421,114.21070789183338,114.55386484378833,7158693.0
2016-08-01,125.31,125.71,125.1,125.4,4614832.0,0.0,1.0,114.9759295440538,115.34294232689332,114.78324783306304,115.0585074201927,4614832.0
2016-07-29,124.34,125.32,124.34,125.23,7020810.0,0.0,1.0,114.08592354566794,114.98510486362478,114.08592354566794,114.9025269874859,7020810.0
2016-07-28,124.98,125.0,124.41,124.46,4320393.0,0.0,1.0,114.67314399821119,114.69149463735316,114.15015078266485,114.1960273805198,4320393.0
2016-07-27,125.1,125.23,124.34,124.77,4812431.0,0.0,1.0,114.78324783306304,114.9025269874859,114.08592354566794,114.48046228722043,4812431.0
2016-07-26,125.025,125.55,124.75,125.15,5589861.0,0.0,1.0,114.71443293628063,115.19613721375751,114.46211164807845,114.82912443091799,5589861.0
